#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-rice-name	rice-symbol	rice-defline
37400971	AT1G03010	AT1G03010.1	AT1G03010.1	PF00651,PF03000	PTHR32370,PTHR32370:SF30				GO:0005515	LOC_Os03g22600.1		BTBN6 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed
37400973	AT1G03010	AT1G03010.2	AT1G03010.2	PF00651,PF03000	PTHR32370,PTHR32370:SF30				GO:0005515	LOC_Os03g22600.1		BTBN6 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed
37400972	AT1G03010	AT1G03010.3	AT1G03010.3	PF00651,PF03000	PTHR32370,PTHR32370:SF30				GO:0005515	LOC_Os03g22600.1		BTBN6 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed
37399180	AT1G03020	AT1G03020.1	AT1G03020.1	PF00462	PTHR10168,PTHR10168:SF81	KOG1752	1.8.1.9	K03676	GO:0045454,GO:0015035,GO:0009055	LOC_Os01g27140.1		OsGrx_C7 - glutaredoxin subgroup III, expressed
37400388	AT1G03030	AT1G03030.1	AT1G03030.1	PF00485	PTHR10285,PTHR10285:SF81	KOG2702	2.7.1.48		GO:0016301,GO:0008152,GO:0005524	LOC_Os12g40880.1		phosphoribulokinase/Uridine kinase family protein, expressed
37400389	AT1G03030	AT1G03030.2	AT1G03030.2	PF00485	PTHR10285,PTHR10285:SF81	KOG2702	2.7.1.48		GO:0016301,GO:0008152,GO:0005524	LOC_Os12g40880.1		phosphoribulokinase/Uridine kinase family protein, expressed
37394141	AT1G03040	AT1G03040.1	AT1G03040.1	PF00010	PTHR16223,PTHR16223:SF15				GO:0046983	LOC_Os03g58330.1		BHLH transcription factor, putative, expressed
37394142	AT1G03040	AT1G03040.2	AT1G03040.2	PF00010	PTHR16223,PTHR16223:SF15				GO:0046983	LOC_Os03g58330.1		BHLH transcription factor, putative, expressed
37394140	AT1G03040	AT1G03040.3	AT1G03040.3	PF00010	PTHR16223,PTHR16223:SF15				GO:0046983	LOC_Os03g58330.1		BHLH transcription factor, putative, expressed
37394082	AT1G03050	AT1G03050.1	AT1G03050.1	PF07651	PTHR22951,PTHR22951:SF12	KOG0251			GO:0005543	LOC_Os05g35160.1		clathrin assembly protein, putative, expressed
37398244	AT1G03055	AT1G03055.1	AT1G03055.1	PF13225	PTHR33591,PTHR33591:SF3		5.2.1.14	K17911		LOC_Os08g02210.1		expressed protein
37398245	AT1G03055	AT1G03055.2	AT1G03055.2		PTHR33591,PTHR33591:SF3		5.2.1.14			LOC_Os08g02210.2		expressed protein
37403401	AT1G03060	AT1G03060.1	AT1G03060.1	PF00400,PF14844,PF02138	PTHR13743,PTHR13743:SF84				GO:0005515	LOC_Os03g53280.1		WD domain containing protein, putative, expressed
37403402	AT1G03060	AT1G03060.2	AT1G03060.2	PF00400,PF14844,PF02138	PTHR13743,PTHR13743:SF84				GO:0005515	LOC_Os03g53280.1		WD domain containing protein, putative, expressed
37403404	AT1G03060	AT1G03060.3	AT1G03060.3	PF00400,PF14844,PF02138	PTHR13743,PTHR13743:SF84				GO:0005515	LOC_Os03g53280.1		WD domain containing protein, putative, expressed
37403403	AT1G03060	AT1G03060.4	AT1G03060.4	PF00400,PF14844,PF02138	PTHR13743,PTHR13743:SF84				GO:0005515	LOC_Os03g53280.1		WD domain containing protein, putative, expressed
37397053	AT1G03070	AT1G03070.1	AT1G03070.1	PF01027	PTHR23291,PTHR23291:SF31	KOG2322		K06890		LOC_Os03g53400.1		transmembrane BAX inhibitor motif-containing protein, putative, expressed
37397055	AT1G03070	AT1G03070.2	AT1G03070.2	PF01027	PTHR23291,PTHR23291:SF31	KOG2322		K06890		LOC_Os03g53400.1		transmembrane BAX inhibitor motif-containing protein, putative, expressed
37397054	AT1G03070	AT1G03070.3	AT1G03070.3	PF01027	PTHR23291,PTHR23291:SF31	KOG2322		K06890		LOC_Os03g53400.1		transmembrane BAX inhibitor motif-containing protein, putative, expressed
37398072	AT1G03080	AT1G03080.1	AT1G03080.1	PF07765	PTHR32258,PTHR32258:SF0	KOG0993,KOG1003,KOG4421,KOG0999,KOG4787,KOG0978,KOG4809,KOG0971,KOG0963,KOG4593				LOC_Os10g28610.1		KIP1, putative, expressed
37398071	AT1G03080	AT1G03080.2	AT1G03080.2	PF07765	PTHR32258,PTHR32258:SF0	KOG0993,KOG1003,KOG4421,KOG0999,KOG4787,KOG0978,KOG4809,KOG0971,KOG0963,KOG4593				LOC_Os10g28610.1		KIP1, putative, expressed
37398073	AT1G03080	AT1G03080.3	AT1G03080.3	PF07765	PTHR32258,PTHR32258:SF0	KOG0993,KOG1003,KOG4421,KOG0999,KOG4787,KOG0978,KOG4809,KOG0971,KOG0963,KOG4593				LOC_Os10g28610.1		KIP1, putative, expressed
37391928	AT1G03090	AT1G03090.1	AT1G03090.1	PF00364,PF02785,PF00289,PF02786	PTHR18866		6.4.1.4	K01968	GO:0005524	LOC_Os12g41250.1		methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial precursor, putative, expressed
37391927	AT1G03090	AT1G03090.2	AT1G03090.2	PF00364,PF13535,PF02785,PF00289	PTHR18866		6.4.1.4	K01968		LOC_Os12g41250.1		methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial precursor, putative, expressed
37401704	AT1G03100	AT1G03100.1	AT1G03100.1	PF01535,PF13041	PTHR24015,PTHR24015:SF528					LOC_Os10g28665.2		PPR repeat domain containing protein, putative, expressed
37398371	AT1G03103	AT1G03103.1	AT1G03103.1	PF14368	PTHR33044,PTHR33044:SF23					LOC_Os07g07930.1		LTPL78 - Protease inhibitor/seed storage/LTP family protein precursor, expressed
37401946	AT1G03106	AT1G03106.1	AT1G03106.1									
37403414	AT1G03110	AT1G03110.1	AT1G03110.1	PF00400	PTHR16288,PTHR16288:SF0	KOG3914		K15443	GO:0005515	LOC_Os03g53530.1		WD domain, G-beta repeat domain containing protein, expressed
37396127	AT1G03120	AT1G03120.1	AT1G03120.1	PF04927	PTHR31174,PTHR31174:SF3					LOC_Os06g23350.1		late embryogenesis abundant protein D-34, putative, expressed
37396128	AT1G03120	AT1G03120.2	AT1G03120.2	PF04927	PTHR31174,PTHR31174:SF3					LOC_Os06g23350.1		late embryogenesis abundant protein D-34, putative, expressed
37398946	AT1G03130	AT1G03130.1	AT1G03130.1	PF02531	PTHR31982,PTHR31982:SF4			K02692	GO:0015979,GO:0009538,GO:0009522	LOC_Os08g44680.1		photosystem I reaction center subunit II, chloroplast precursor, putative, expressed
37402263	AT1G03140	AT1G03140.1	AT1G03140.1	PF08799,PF02840	PTHR13007,PTHR13007:SF19	KOG2808		K12817	GO:0008380,GO:0005681	LOC_Os07g38420.1		pre-mRNA-splicing factor, putative, expressed
37394770	AT1G03150	AT1G03150.1	AT1G03150.1	PF00583	PTHR23091,PTHR23091:SF71	KOG3234	2.3.1.88	K17972	GO:0008080	LOC_Os03g49230.1		acetyltransferase, GNAT family, putative, expressed
37393572	AT1G03160	AT1G03160.1	AT1G03160.1	PF02581,PF01926	PTHR11649,PTHR11649:SF36		3.6.5.5		GO:0009228,GO:0004789,GO:0005525	LOC_Os05g32390.1		FZL, putative, expressed
37393574	AT1G03160	AT1G03160.2	AT1G03160.2	PF02581,PF01926	PTHR11649,PTHR11649:SF36		3.6.5.5		GO:0009228,GO:0004789,GO:0005525	LOC_Os05g32390.1		FZL, putative, expressed
37393575	AT1G03160	AT1G03160.3	AT1G03160.3	PF02581,PF01926	PTHR11649,PTHR11649:SF36		3.6.5.5		GO:0009228,GO:0004789,GO:0005525	LOC_Os05g32390.1		FZL, putative, expressed
37393573	AT1G03160	AT1G03160.4	AT1G03160.4	PF02581,PF01926	PTHR11649,PTHR11649:SF36		2.5.1.3		GO:0009228,GO:0004789,GO:0005525	LOC_Os05g32390.1		FZL, putative, expressed
37400712	AT1G03165	AT1G03165.1	AT1G03165.1									
37393286	AT1G03170	AT1G03170.1	AT1G03170.1	PF11250	PTHR33155,PTHR33155:SF3					LOC_Os03g49830.1		expressed protein
37401535	AT1G03180	AT1G03180.1	AT1G03180.1		PTHR15681,PTHR15681:SF1					LOC_Os05g16250.1		expressed protein
37401537	AT1G03180	AT1G03180.2	AT1G03180.2		PTHR15681,PTHR15681:SF1					LOC_Os05g16250.1		expressed protein
37401538	AT1G03180	AT1G03180.3	AT1G03180.3		PTHR15681,PTHR15681:SF1					LOC_Os05g16250.1		expressed protein
37401539	AT1G03180	AT1G03180.4	AT1G03180.4		PTHR15681,PTHR15681:SF1					LOC_Os05g16250.1		expressed protein
37401536	AT1G03180	AT1G03180.5	AT1G03180.5		PTHR15681,PTHR15681:SF1					LOC_Os05g16250.1		expressed protein
37401540	AT1G03180	AT1G03180.6	AT1G03180.6		PTHR15681,PTHR15681:SF1					LOC_Os05g16250.1		expressed protein
37401235	AT1G03190	AT1G03190.1	AT1G03190.1	PF04851,PF06777,PF13307	PTHR11472,PTHR11472:SF1		3.6.4.12	K10844	GO:0016787,GO:0005524,GO:0003677,GO:0005634,GO:0016818,GO:0008026,GO:0006139,GO:0003676	LOC_Os05g05260.1		helicase, putative, expressed
37401236	AT1G03190	AT1G03190.2	AT1G03190.2	PF04851,PF06777,PF13307	PTHR11472,PTHR11472:SF1		3.6.4.12	K10844	GO:0016787,GO:0005524,GO:0003677,GO:0005634,GO:0016818,GO:0008026,GO:0006139,GO:0003676	LOC_Os05g05260.1		helicase, putative, expressed
37403428	AT1G03200	AT1G03200.1	AT1G03200.1									
37401083	AT1G03210	AT1G03210.1	AT1G03210.1	PF02567	PTHR13774,PTHR13774:SF17	KOG3033	5.3.3.17		GO:0009058,GO:0003824	LOC_Os01g16146.1		phenazine biosynthesis protein, putative, expressed
37401082	AT1G03210	AT1G03210.2	AT1G03210.2	PF02567	PTHR13774,PTHR13774:SF17	KOG3033	5.3.3.17		GO:0009058,GO:0003824	LOC_Os01g16146.1		phenazine biosynthesis protein, putative, expressed
37400705	AT1G03220	AT1G03220.1	AT1G03220.1	PF14543,PF14541	PTHR13683,PTHR13683:SF379	KOG1339	3.4.23.12		GO:0006508,GO:0004190	LOC_Os05g33400.1		basic 7S globulin precursor, putative, expressed
37402821	AT1G03230	AT1G03230.1	AT1G03230.1	PF14543,PF14541	PTHR13683,PTHR13683:SF379	KOG1339	3.4.23.12		GO:0006508,GO:0004190	LOC_Os05g33400.1		basic 7S globulin precursor, putative, expressed
37400424	AT1G03240	AT1G03240.1	AT1G03240.1									
37402782	AT1G03250	AT1G03250.1	AT1G03250.1	PF13902	PTHR32019,PTHR32019:SF2					LOC_Os12g05000.1		expressed protein
37402781	AT1G03250	AT1G03250.2	AT1G03250.2	PF13902	PTHR32019,PTHR32019:SF2					LOC_Os12g05000.1		expressed protein
37402784	AT1G03250	AT1G03250.3	AT1G03250.3	PF13902	PTHR32019,PTHR32019:SF2					LOC_Os12g05000.1		expressed protein
37402783	AT1G03250	AT1G03250.4	AT1G03250.4	PF13902	PTHR32019,PTHR32019:SF2					LOC_Os12g05000.1		expressed protein
37402762	AT1G03260	AT1G03260.1	AT1G03260.1	PF09335	PTHR12677	KOG3140				LOC_Os07g46220.1		SNARE associated Golgi protein, putative, expressed
37398832	AT1G03270	AT1G03270.1	AT1G03270.1	PF01595	PTHR12064,PTHR12064:SF33	KOG2118		K16302		LOC_Os05g32850.1		CBS domain containing protein, expressed
37394565	AT1G03280	AT1G03280.1	AT1G03280.1	PF02002	PTHR13097,PTHR13097:SF7	KOG2593		K03136		LOC_Os08g25460.1		transcription initiation factor, putative, expressed
37394566	AT1G03280	AT1G03280.2	AT1G03280.2	PF02002	PTHR13097,PTHR13097:SF7	KOG2593		K03136		LOC_Os08g25460.1		transcription initiation factor, putative, expressed
37394567	AT1G03280	AT1G03280.3	AT1G03280.3	PF02002	PTHR13097,PTHR13097:SF7	KOG2593		K03136		LOC_Os08g25460.1		transcription initiation factor, putative, expressed
37396974	AT1G03290	AT1G03290.1	AT1G03290.1		PTHR16223,PTHR16223:SF12					LOC_Os10g16440.1		CUE domain containing protein, expressed
37396971	AT1G03290	AT1G03290.2	AT1G03290.2		PTHR16223,PTHR16223:SF12					LOC_Os10g16440.1		CUE domain containing protein, expressed
37396972	AT1G03290	AT1G03290.3	AT1G03290.3		PTHR16223,PTHR16223:SF12					LOC_Os10g16440.1		CUE domain containing protein, expressed
37396973	AT1G03290	AT1G03290.4	AT1G03290.4		PTHR16223,PTHR16223:SF12					LOC_Os10g16440.1		CUE domain containing protein, expressed
37396975	AT1G03290	AT1G03290.5	AT1G03290.5		PTHR16223,PTHR16223:SF12					LOC_Os10g16440.1		CUE domain containing protein, expressed
37396976	AT1G03290	AT1G03290.6	AT1G03290.6		PTHR16223,PTHR16223:SF12					LOC_Os10g16440.1		CUE domain containing protein, expressed
37394175	AT1G03300	AT1G03300.1	AT1G03300.1	PF05641,PF05266	PTHR31917,PTHR31917:SF20					LOC_Os05g04180.1		agenet domain containing protein, putative, expressed
37396851	AT1G03310	AT1G03310.1	AT1G03310.1	PF00128,PF02922	PTHR10357,PTHR10357:SF115		3.2.1.68		GO:0043169,GO:0005975,GO:0003824,GO:0004553	LOC_Os05g32710.1		Alpha amylase, catalytic domain containing protein, expressed
37396852	AT1G03310	AT1G03310.2	AT1G03310.2	PF00128,PF02922	PTHR10357,PTHR10357:SF115		3.2.1.68		GO:0043169,GO:0005975,GO:0003824,GO:0004553	LOC_Os05g32710.1		Alpha amylase, catalytic domain containing protein, expressed
37398379	AT1G03320	AT1G03320.1	AT1G03320.1									
37402000	AT1G03325	AT1G03325.1	AT1G03325.1									
37398125	AT1G03330	AT1G03330.1	AT1G03330.1	PF01423	PTHR13829	KOG3448		K12621	GO:0006397	LOC_Os01g15310.1		LSM domain containing protein, expressed
37400231	AT1G03340	AT1G03340.1	AT1G03340.1		PTHR35095					LOC_Os05g05140.2		expressed protein
37402627	AT1G03350	AT1G03350.1	AT1G03350.1	PF03909	PTHR16019,PTHR16019:SF7	KOG2690				LOC_Os01g16670.1		BSD domain-containing protein, putative, expressed
37392088	AT1G03360	AT1G03360.1	AT1G03360.1	PF15985	PTHR21321,PTHR21321:SF4	KOG3013		K03679	GO:0003723,GO:0000178	LOC_Os04g43922.1		exosome complex exonuclease rrp4, putative, expressed
37400594	AT1G03365	AT1G03365.1	AT1G03365.1	PF13920	PTHR10044,PTHR10044:SF98	KOG4172				LOC_Os05g04950.1		protein binding protein, putative, expressed
37400595	AT1G03365	AT1G03365.2	AT1G03365.2	PF13920	PTHR10044,PTHR10044:SF98	KOG4172				LOC_Os05g04950.1		protein binding protein, putative, expressed
37401893	AT1G03370	AT1G03370.1	AT1G03370.1	PF02893,PF00168,PF16016	PTHR10774,PTHR10774:SF90				GO:0005515	LOC_Os06g19400.1		GRAM and C2 domains containing protein, putative, expressed
37401894	AT1G03370	AT1G03370.2	AT1G03370.2	PF02893,PF16016,PF00168	PTHR10774,PTHR10774:SF90				GO:0005515	LOC_Os06g19400.1		GRAM and C2 domains containing protein, putative, expressed
37401845	AT1G03380	AT1G03380.1	AT1G03380.1	PF12490	PTHR13268,PTHR13268:SF2	KOG2109				LOC_Os05g33610.1		expressed protein
37392610	AT1G03390	AT1G03390.1	AT1G03390.1	PF02458	PTHR31642,PTHR31642:SF50		2.3.1.188		GO:0016747	LOC_Os11g31090.1		transferase family protein, putative, expressed
37392162	AT1G03395	AT1G03395.1	AT1G03395.1									
37399921	AT1G03400	AT1G03400.1	AT1G03400.1	PF14226,PF03171	PTHR10209,PTHR10209:SF122	KOG0143			GO:0055114,GO:0016491	LOC_Os03g48430.1		1-aminocyclopropane-1-carboxylate oxidase homolog 4, putative, expressed
37399920	AT1G03400	AT1G03400.2	AT1G03400.2	PF14226,PF03171	PTHR10209,PTHR10209:SF122	KOG0143			GO:0055114,GO:0016491	LOC_Os03g48430.1		1-aminocyclopropane-1-carboxylate oxidase homolog 4, putative, expressed
37400076	AT1G03410	AT1G03410.1	AT1G03410.1	PF14226,PF03171	PTHR10209,PTHR10209:SF122	KOG0143			GO:0055114,GO:0016491	LOC_Os03g48430.1		1-aminocyclopropane-1-carboxylate oxidase homolog 4, putative, expressed
37400077	AT1G03410	AT1G03410.2	AT1G03410.2	PF14226,PF03171	PTHR10209,PTHR10209:SF122	KOG0143			GO:0055114,GO:0016491	LOC_Os03g48430.1		1-aminocyclopropane-1-carboxylate oxidase homolog 4, putative, expressed
37398629	AT1G03430	AT1G03430.1	AT1G03430.1	PF01627	PTHR28242,PTHR28242:SF9	KOG4747		K14490	GO:0004871,GO:0000160	LOC_Os08g44350.1		histidine-containing phosphotransfer protein, putative, expressed
37398630	AT1G03430	AT1G03430.2	AT1G03430.2	PF01627	PTHR28242,PTHR28242:SF9	KOG4747			GO:0004871,GO:0000160	LOC_Os08g44350.1		histidine-containing phosphotransfer protein, putative, expressed
37400848	AT1G03440	AT1G03440.1	AT1G03440.1	PF08263,PF00560	PTHR27000,PTHR27000:SF105				GO:0005515	LOC_Os05g33690.1		receptor-like protein kinase precursor, putative, expressed
37397498	AT1G03445	AT1G03445.1	AT1G03445.1	PF16891,PF13415,PF00149	PTHR11668,PTHR11668:SF228	KOG0374	3.1.3.16	K14501	GO:0016787,GO:0009742,GO:0004721	LOC_Os05g05240.1		serine/threonine protein phosphatase, putative, expressed
37397499	AT1G03445	AT1G03445.2	AT1G03445.2	PF16891,PF13415,PF00149	PTHR11668,PTHR11668:SF228	KOG0374	3.1.3.16	K14501	GO:0016787,GO:0009742,GO:0004721	LOC_Os05g05240.1		serine/threonine protein phosphatase, putative, expressed
37398990	AT1G03457	AT1G03457.1	AT1G03457.1	PF00076	PTHR24012,PTHR24012:SF414	KOG0144		K13207	GO:0003676	LOC_Os01g71200.1		RNA recognition motif containing protein, putative, expressed
37398989	AT1G03457	AT1G03457.2	AT1G03457.2	PF00076	PTHR24012,PTHR24012:SF414	KOG0144		K13207	GO:0003676	LOC_Os01g71200.1		RNA recognition motif containing protein, putative, expressed
37398991	AT1G03457	AT1G03457.3	AT1G03457.3	PF00076	PTHR24012,PTHR24012:SF414	KOG0144			GO:0003676	LOC_Os05g30980.1		RNA recognition motif containing protein, putative, expressed
37402480	AT1G03470	AT1G03470.1	AT1G03470.1	PF07765	PTHR32258					LOC_Os07g47090.1		KIP1, putative, expressed
37402479	AT1G03470	AT1G03470.2	AT1G03470.2	PF07765	PTHR32258					LOC_Os07g47090.2		KIP1, putative, expressed
37402481	AT1G03470	AT1G03470.3	AT1G03470.3	PF07765	PTHR32258					LOC_Os07g47090.2		KIP1, putative, expressed
37402482	AT1G03470	AT1G03470.4	AT1G03470.4	PF07765	PTHR32258					LOC_Os07g47090.1		KIP1, putative, expressed
37401834	AT1G03475	AT1G03475.1	AT1G03475.1	PF01218	PTHR10755,PTHR10755:SF7		1.3.3.3	K00228	GO:0055114,GO:0006779,GO:0004109	LOC_Os04g52130.1		coproporphyrinogen III oxidase, chloroplast precursor, putative, expressed
37399015	AT1G03490	AT1G03490.1	AT1G03490.1	PF02365	PTHR31719				GO:0006355,GO:0003677	LOC_Os10g33760.1		No apical meristem protein, putative, expressed
37393383	AT1G03495	AT1G03495.1	AT1G03495.1	PF02458	PTHR31625,PTHR31625:SF2				GO:0016747	LOC_Os02g57480.1		transferase family protein, putative, expressed
37392137	AT1G03510	AT1G03510.1	AT1G03510.1	PF01535,PF13041	PTHR24015,PTHR24015:SF630					LOC_Os03g63510.1		pentatricopeptide, putative, expressed
37397842	AT1G03520	AT1G03520.1	AT1G03520.1	PF02485	PTHR19297,PTHR19297:SF84	KOG0799			GO:0016020,GO:0008375	LOC_Os08g04790.1		xylosyltransferase, putative, expressed
37397843	AT1G03520	AT1G03520.2	AT1G03520.2	PF02485	PTHR19297,PTHR19297:SF84	KOG0799			GO:0016020,GO:0008375	LOC_Os08g04790.1		xylosyltransferase, putative, expressed
37396013	AT1G03530	AT1G03530.1	AT1G03530.1	PF04410	PTHR31633	KOG2236		K14763	GO:0042254,GO:0001522	LOC_Os05g42300.1		NAF1 domain containing protein, expressed
37400501	AT1G03540	AT1G03540.1	AT1G03540.1	PF01535,PF13041	PTHR24015,PTHR24015:SF328					LOC_Os06g40860.1		pentatricopeptide, putative, expressed
37392815	AT1G03550	AT1G03550.1	AT1G03550.1	PF04144	PTHR10687,PTHR10687:SF17	KOG3088			GO:0016021,GO:0015031	LOC_Os07g37740.1		secretory carrier-associated membrane protein, putative, expressed
37392818	AT1G03550	AT1G03550.2	AT1G03550.2	PF04144	PTHR10687,PTHR10687:SF17				GO:0016021,GO:0015031	LOC_Os07g37740.1		secretory carrier-associated membrane protein, putative, expressed
37392819	AT1G03550	AT1G03550.3	AT1G03550.3	PF04144	PTHR10687,PTHR10687:SF17	KOG3088			GO:0016021,GO:0015031	LOC_Os07g37740.1		secretory carrier-associated membrane protein, putative, expressed
37392816	AT1G03550	AT1G03550.4	AT1G03550.4	PF04144	PTHR10687,PTHR10687:SF17	KOG3088			GO:0016021,GO:0015031	LOC_Os07g37740.1		secretory carrier-associated membrane protein, putative, expressed
37392817	AT1G03550	AT1G03550.5	AT1G03550.5	PF04144	PTHR10687,PTHR10687:SF17	KOG3088			GO:0016021,GO:0015031	LOC_Os07g37740.1		secretory carrier-associated membrane protein, putative, expressed
37392820	AT1G03550	AT1G03550.6	AT1G03550.6	PF04144	PTHR10687,PTHR10687:SF17	KOG3088			GO:0016021,GO:0015031	LOC_Os07g37740.1		secretory carrier-associated membrane protein, putative, expressed
37392821	AT1G03550	AT1G03550.7	AT1G03550.7	PF04144	PTHR10687,PTHR10687:SF17				GO:0016021,GO:0015031	LOC_Os07g37740.1		secretory carrier-associated membrane protein, putative, expressed
37403358	AT1G03560	AT1G03560.1	AT1G03560.1	PF01535,PF13041	PTHR24015,PTHR24015:SF372					LOC_Os07g30930.1		pentatricopeptide repeat domain containing protein, putative, expressed
37391032	AT1G03590	AT1G03590.1	AT1G03590.1	PF00481	PTHR13832,PTHR13832:SF193	KOG0698	3.1.3.16		GO:0003824,GO:0006470,GO:0004722	LOC_Os07g37890.1		protein phosphatase 2C, putative, expressed
37402925	AT1G03600	AT1G03600.1	AT1G03600.1	PF13326	PTHR34041,PTHR34041:SF1			K08902	GO:0010207	LOC_Os03g21560.1		photosystem II 11 kD protein, putative, expressed
37393587	AT1G03610	AT1G03610.1	AT1G03610.1	PF05623	PTHR31343,PTHR31343:SF3					LOC_Os10g35150.1		expressed protein
37393588	AT1G03610	AT1G03610.2	AT1G03610.2	PF05623	PTHR31343,PTHR31343:SF3					LOC_Os10g35150.1		expressed protein
37395039	AT1G03620	AT1G03620.1	AT1G03620.1	PF04727	PTHR12771,PTHR12771:SF17	KOG2998				LOC_Os04g01150.1		ELMO/CED-12 family protein, putative, expressed
37395043	AT1G03620	AT1G03620.10	AT1G03620.10	PF04727	PTHR12771,PTHR12771:SF17	KOG2998				LOC_Os04g01150.1		ELMO/CED-12 family protein, putative, expressed
37395045	AT1G03620	AT1G03620.11	AT1G03620.11	PF04727	PTHR12771,PTHR12771:SF17	KOG2998				LOC_Os04g01150.1		ELMO/CED-12 family protein, putative, expressed
37395037	AT1G03620	AT1G03620.12	AT1G03620.12	PF04727	PTHR12771,PTHR12771:SF17	KOG2998				LOC_Os04g01150.1		ELMO/CED-12 family protein, putative, expressed
37395046	AT1G03620	AT1G03620.13	AT1G03620.13	PF04727	PTHR12771,PTHR12771:SF17	KOG2998				LOC_Os04g01150.1		ELMO/CED-12 family protein, putative, expressed
37395047	AT1G03620	AT1G03620.2	AT1G03620.2	PF04727	PTHR12771,PTHR12771:SF17	KOG2998				LOC_Os04g01150.1		ELMO/CED-12 family protein, putative, expressed
37395048	AT1G03620	AT1G03620.3	AT1G03620.3	PF04727	PTHR12771,PTHR12771:SF17	KOG2998				LOC_Os04g01150.1		ELMO/CED-12 family protein, putative, expressed
37395038	AT1G03620	AT1G03620.4	AT1G03620.4	PF04727	PTHR12771,PTHR12771:SF17	KOG2998				LOC_Os04g01150.1		ELMO/CED-12 family protein, putative, expressed
37395040	AT1G03620	AT1G03620.5	AT1G03620.5	PF04727	PTHR12771,PTHR12771:SF17	KOG2998				LOC_Os04g01150.1		ELMO/CED-12 family protein, putative, expressed
37395049	AT1G03620	AT1G03620.6	AT1G03620.6	PF04727	PTHR12771,PTHR12771:SF17	KOG2998				LOC_Os04g01150.1		ELMO/CED-12 family protein, putative, expressed
37395041	AT1G03620	AT1G03620.7	AT1G03620.7	PF04727	PTHR12771,PTHR12771:SF17	KOG2998				LOC_Os04g01150.1		ELMO/CED-12 family protein, putative, expressed
37395044	AT1G03620	AT1G03620.8	AT1G03620.8	PF04727	PTHR12771,PTHR12771:SF17	KOG2998				LOC_Os04g01150.1		ELMO/CED-12 family protein, putative, expressed
37395042	AT1G03620	AT1G03620.9	AT1G03620.9	PF04727	PTHR12771,PTHR12771:SF17	KOG2998				LOC_Os04g01150.1		ELMO/CED-12 family protein, putative, expressed
37393949	AT1G03630	AT1G03630.1	AT1G03630.1	PF00106	PTHR24322,PTHR24322:SF393	KOG1208	1.3.1.33	K00218	GO:0016491,GO:0008152	LOC_Os10g35370.1		oxidoreductase, short chain dehydrogenase/reductase family domain containing family, expressed
37393950	AT1G03630	AT1G03630.2	AT1G03630.2	PF00106	PTHR24322,PTHR24322:SF393	KOG1208	1.3.1.33	K00218	GO:0016491,GO:0008152	LOC_Os10g35370.1		oxidoreductase, short chain dehydrogenase/reductase family domain containing family, expressed
37396442	AT1G03650	AT1G03650.1	AT1G03650.1	PF00583	PTHR23091,PTHR23091:SF255	KOG3139	2.3.1.88		GO:0008080	LOC_Os10g35680.1		acetyltransferase, GNAT family, putative, expressed
37391597	AT1G03660	AT1G03660.1	AT1G03660.1	PF13962						LOC_Os09g15950.1		expressed protein
37391598	AT1G03660	AT1G03660.2	AT1G03660.2	PF13962						LOC_Os09g15950.1		expressed protein
37391336	AT1G03670	AT1G03670.1	AT1G03670.1	PF13962,PF13857,PF12796	PTHR24177,PTHR24177:SF52	KOG0502,KOG0512,KOG0508,KOG4412				LOC_Os07g09530.1		ankyrin repeat family protein, putative, expressed
37395114	AT1G03680	AT1G03680.1	AT1G03680.1	PF13098	PTHR10438,PTHR10438:SF300	KOG0910	1.8.1.8	K03671	GO:0045454,GO:0015035,GO:0006662	LOC_Os04g44830.1		thioredoxin, putative, expressed
37400899	AT1G03687	AT1G03687.1	AT1G03687.1	PF03942	PTHR21392,PTHR21392:SF4					LOC_Os06g23504.2		DTW domain containing protein, putative, expressed
37400900	AT1G03687	AT1G03687.2	AT1G03687.2	PF03942	PTHR21392,PTHR21392:SF4					LOC_Os06g23504.2		DTW domain containing protein, putative, expressed
37397040	AT1G03700	AT1G03700.1	AT1G03700.1	PF04535	PTHR11615,PTHR11615:SF159					LOC_Os05g15630.1		membrane associated DUF588 domain containing protein, putative, expressed
37402064	AT1G03710	AT1G03710.1	AT1G03710.1	PF00031	PTHR31228,PTHR31228:SF12				GO:0004869			
37402065	AT1G03710	AT1G03710.2	AT1G03710.2	PF00031	PTHR31228,PTHR31228:SF12				GO:0004869			
37397277	AT1G03720	AT1G03720.1	AT1G03720.1	PF00112	PTHR12411	KOG1543	3.4.22.15		GO:0008234,GO:0006508	LOC_Os11g14900.4		thiol protease SEN102 precursor, putative, expressed
37397278	AT1G03720	AT1G03720.2	AT1G03720.2	PF00112	PTHR12411	KOG1543	3.4.22.15		GO:0008234,GO:0006508	LOC_Os11g14900.4		thiol protease SEN102 precursor, putative, expressed
